en,vi,description
specific,tính đặc trưng, dứt khoát, rõ ràng, theo trọng lượng (thuế hải quan), riêng (lý hóa), nét chính xác.,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
speed,tốc độ, sự mau lẹ, sự thành công, sự thịnh vượng.,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
spinal cord,cột sống.,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
sponge,bọt biển, người uống rượu như hũ chìm, người ăn bám.,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
spore,bào tử (sinh vật), mầm mống (nghĩa bóng).,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
spring scale,vảy hình xoắn ốc.,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
sprout,mọc lên, đâm chồi, nảy mầm, mầm cây, chồi.,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
stages,các giai đoạn, bệ đài, vũ đài, sân khấu, tầng cấp, dàn cảnh, sắp xếp, tổ chức, trình diễn.,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
stamen,nhụy hoa.,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
star,"ngôi sao, vì sao, vật hình sao, ngôi sao (màn bạc, thể thao).",Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
state,"tình trạng, trạng thái, địa vị, tiểu bang, quốc gia, nghi thức long trọng, sự lo lắng.",Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
static charge,tình trạng bị điện giật do sự chuyển tiếp từ trạng thái tĩnh (không di chuyển) đến trạng thái di chuyển do lực ma sát khi di chuyển.,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
static electricity,điện tĩnh (trong tình trạng từ trạng thái tĩnh sang động do sự ma sát).,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
stem,"thân cây, cuống lá, ống tẩu, dòng họ, sừng non.",Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
stigma,vết nhơ, điều sỉ nhục, đầu nhụy (thực vật),Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
stimulus,sự kích thích, tác nhân kích thích, sự khuyến khích.,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
stomach,bao tử.,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
stopwatch,đồng hồ bấm giờ (để chạy đua),Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
strategy,chiến lược.,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
strato,quân phiệt.,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
stratus cloud,đám mây.,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
streak,bột phân chất.,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
structural adaptation,"sự thích ứng với cấu trúc hay kiến trúc, hay công trình công cộng.",Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
structure,"kiến trúc, cấu trúc, công trình công cộng.",Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
subsoil,"tầng đất, lớp đất ở dưới.",Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
substance,vật chất, chất, bản chất, nội dung, tính chất, của cải, tài sản.,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
summarize,tóm lại, tóm tắt, tổng kết.,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
support,trợ giúp, hỗ trợ, giúp đỡ, ủng hộ, khuyến khích, chống đỡ hay chịu đựng (vật nặng), cấp dưỡng.,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
surface,bề mặt, bề ngoài, ở mặt biển, mặt (toán học), trên bộ, trên mặt đất, hời hợt (nghĩa bóng), trang trí mặt ngoài, cho nổi lên mặt nước.,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
"survive, survival","sống sót, tồn tại, sự sống sót, người còn lại, tàn tích.",Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
sweat,mồ hôi, chảy mồ hôi, công việc vất vả, sự tập luyện cam khổ.,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
switch,công tắc ngắt điện, cành cây mềm, mớ tóc độn.,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
tadpole,con nòng nọc (động vật).,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
tape measure,dây thước đo.,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
temperate,có chừng mực, ôn hòa, đắn đo, giữ gìn lời nói.,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
temperature,nhiệt độ.,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
temporary magnet,"nam châm không vĩnh cửu, chỉ có tính nam châm tạm thời.",Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
theory,lý thuyết.,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
thermometer,máy đo nhiệt hay nhiệt kế.,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
thunderstorm,bão tố có sấm sét, giông bão.,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
tissue,"tế bào, mô (sinh học), vải hay giấy mỏng.",Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
tool,dụng cụ, tay sai, chạm hay mạ, sử dụng dụng cụ.,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
topsoil,tầng đất ở bề mặt (thường được dùng để trải ở trên mặt trước khi trải cỏ hay trồng cây).,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
tornado,cơn lốc xoáy, cơn cuồng phong, cuộc biến loạn hay cơn bão táp (nghĩa bóng).,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
trachea,khí quản.,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
trait,"nét, điểm.",Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
transport,vận chuyển, chuyên chở (khách hay hàng hóa), sự chuyên chở, phương tiện đi lại.,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
trial,việc xét xử, thử, điều thử thách, con đường mòn.,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
tropical,nhiệt đới.,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
troposphere,tầng đối lưu (địa lý).,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
trough,máng ăn (cho súc vật), máng xối, chỗ lõm ở giữa.,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
turbine,"tua-bin (máy chạy bằng sức ép hơi nước, nước)",Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
type,kiểu mẫu, kiểu, chữ in, nhân vật điển hình, đánh máy.,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
unbalanced forces,các lực không cân đối.,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
unequal,không cân bằng.,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
universe,vũ trụ.,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
vacuole,không bào.,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
variable,biến số (toán học) có thể thay đổi, hay thay đổi, gió thay đổi (hải dương học).,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
vegetable,rau, thực vật.,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
vein,tĩnh mạch, gân lá cây, vân đá hay gỗ, mạch (mỏ),Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
vertebrate,động vật có xương sống.,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
visible,có thể thấy được.,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
volcano,núi lửa.,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
voltmeter,đồng hồ đo hiệu suất điện thế.,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
volume,thể tích, khối lượng, dung tích, âm lượng, quyển tập.,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
water,nước.,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
water cycle,"chu kỳ nước lên, xuống.",Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
water vapor,bốc hơi nước.,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
wavelength,chiều dài sóng.,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
weather,thời tiết.,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
weathering,"đá bị biến dạng, xói mòn vì thời tiết.",Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
wedge,vật hình nêm, cái nêm, mũi nhọn, chia rẽ (nghĩa bóng).,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
weight,trọng lượng, quả cân, quả lắc, sức chịu, sức mạnh, điểm trọng yếu.,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
wheel and axle,bánh xe và trục bánh xe.,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
wind,gió.,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
wind vane,chong chóng gió, cánh quạt gió.,Nguồn: Elementary School Science - http://steinhardt.nyu.edu/scmsAdmin/media/users/xr1/glossaries/Science/Elementary/ele_4_science_vietnamese.pdf
