en,vi,description
Teaching Modes,kiểu giảng dạy,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Teaching Teams,nhóm giảng dạy,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Team Input,nhập liệu nhóm,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Team Practice,thực hành nhóm,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Teasing,chọc phá,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Temporal concepts,các khái niệm thời gian,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Test Reliability,tính tin cậy của bài kiểm tra,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Testes,tinh hoàn,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Testosterone,kích thích tố nam,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Test/re-test Reliability,tính tin cậy của kiểm tra – tái kiểm tra,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Testing,kiểm tra,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Test Validity,tính hợp lệ của bài kiểm tra,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Texts,bài khóa,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Therapeutic Treatments,phép chữa bệnh,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Thyroid Diseases,bệnh bứu giáp,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Time Management,quản lý thời gian,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Time Sampling,thu thập mẫu theo thời gian,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Tinnitus,ù tai,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Toileting,vệ sinh,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Touch,xúc giác,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Toxemia,chứng ngộ độc máu,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Toxic Substances,chất độc hại,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Toxic Medications,độc dược,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Toxoplasma,một gống sporazoa hinh liềm sống ký sinh trong tế bào,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Toxoplasmosis,Toxoplasma - bệnh gây ra của loài có vú và chim,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Transaction,null,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Transition,chuyển tiếp,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Trauma During Birth,chấn thương đang lúc mang thai,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Traumatic Brain Injury,sự chấn thương não,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Triad of Impairments,bộ ba khiếm khuyết,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Trust,sự tin tưởng,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Tuberculosis,lao phổi,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Tympanometry,phép đo màng nhĩ,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Understanding what is said,hiểu người khác nói gì,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Ureters,niệu quản,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Urethra,niệu đạo,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Urine,nước tiểu,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Using appropriate punctuation and capitalization,dùng đúng dấu câu và viết hoa,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Use of Language,sử dụng ngôn ngữ,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Usher Syndrome,hội chứng Usher,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Uterus,tử cung,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Utilisation,sự tận dụng,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Vagina,âm đạo,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Variable Reactions,các phản ứng biến thiên,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Varying Complexity,null,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Varying Questions,null,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Venn Diagram,null,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Ventricles,tâm thất,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Ventricular Pathways,đuờng đi của tâm thất,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Verbal Descriptions,mô tả bằng lời,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Verbal Reporting,ghi chép trên giấy,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Verbal/Linguistic Intelligence,"trí thông minh, năng khiếu ngôn ngữ",Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Viral Infections,nhiễm khuẩn,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Vision,thị giác,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Visual Acuity,thị lực,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Visual Disturbances,làm rối loạn tầm nhìn,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Visual Impairment,khiếm thị,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Visual Perception,tri giác bằng hình ảnh,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Visual Sequential Memory,trí nhớ chuỗi hình ảnh,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Visual Short-term Memory,trí nhớ hình ảnh ngắn hạn,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Visual Skills,các kỹ năng hình ảnh,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Visual/Spatial Intelligence,"trí thông minh, năng khiếu về không gian, hình ảnh",Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Visual Stimuli,kích thích thị giác,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Visual Style,phương cách/ kiểu thị giác,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Visualizing,nhìn thấy/ mường tượng,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Vocabulary,từ vựng,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Vocational Training,dạy nghề,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Vulnerable to sensory overload,dễ bị tổn thương khi giác quan tiếp nhận quá nhiều,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Water Contamination,ô nhiễm nguồn nước,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Weak generalizing skills,kỹ năng khái quát yếu kém,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Welcoming Environments,môi trường chào đón/ tốt,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Whole-school Approach,phương pháp tiếp cận toàn trường,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Work Samples,các mẫu công việc,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
World Health Organisation,tổ chức y tế thế giớI,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Writing,viết,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
Xerophtalmia,bệnh khô mắt,Nguồn: Dạy và học tích cực - http://atl.edu.net.vn/glossary-of-education-terms
