en,vi,description
radius,bán kính,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
random number,số ngẫu nhiên,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
randomly,một cách ngẫu nhiên,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
range,trong khoảng gồm mọi phần tử,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
rate,"tốc độ, giá cả",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
ratio,tỉ số,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
rational number,số hữu tỉ,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
rationale,"cơ bản, căn bản",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
ray,tia,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
real number,"số hữu thực, số thực",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
real world math,toán trong đời sống thực sự,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
real world situation,vấn đề trong đời sống thực sự,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
reasonable estimates,sự phỏng đoán có lý,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
reasonableness,sự có lý,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
reasonableness of a solution,"sự có lý của một cách giải, đáp số",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
recognize,"công nhận, nhận ra",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
rectangle,hình chữ nhật,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
reference frame,khung được đề ra,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
regroup (regrouping),lập nhóm lại,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
regular polygon,hình đều cạnh (cạnh bằng nhau),Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
regular polyhedron,hình khối có cạnh đều nhau,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
related facts,"sự kiện, dữ kiện có liên quan với nhau",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
related symbol,"biểu tượng có liên quan, liên hệ",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
relevant information,"chi tiết, tin tức liên quan",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
remainder,"số dư, số thừa",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
repeated addition,dấu (tính) cộng được lặp lại,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
repeated subtraction,dấu (tính) trừ được lặp lại,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
rhombus,hình thoi,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
right angle,góc vuông,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
rotation,sự xoay vòng,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
round a number,làm tròn số,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
rounding,làm tròn,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
rule,luật lệ,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
ruler,thước kẻ,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
same,"giống, giống nhau",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
sample space,tập hợp mẫu,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
scale on a graph,mức độ vạch trên đồ thị,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
scale to measure mass,cân để đo trọng lượng,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
Scalene triangle,tam giác có ba cạnh không bằng nhau,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
scientific notation,số lũy thừa khoa học,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
seasons in relation to the months,mùa liên hệ đến tháng,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
second,giây,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
sector,cung phần,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
semicircle,hình bán cầu,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
set of data,bộ (tập) sự kiện,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
set of objects,bộ (tập) sự vật,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
seven,"bảy, số bảy",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
shape,hình dạng,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
share,chia sẻ,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
shorter,ngắn hơn,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
shorter than,ngắn hơn,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
show,"bày ra, chỉ ra",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
side,cạnh,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
similar figures,hình đồng dạng,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
similar triangles,tam giác đồng dạng,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
similar triangles square,tam giác đồng dạng bình phương,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
similarities,"đồng dạng, tương đương",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
simplest form,hình thức đơn giản nhất,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
simplify an expression,đơn giản hóa một biểu thức,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
simplify fractions,đơn giản phân số,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
single event,một biến cố (vấn đề) đơn thuần,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
single-event experiment,thử nghiệm với một biến cố đơn thuần (duy nhất),Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
six,"sáu, số sáu",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
sixths,một phần sáu,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
size,cỡ số,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
skip count,đếm nhảy số,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
slide (translation),di chuyển qua,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
small/smaller/smallest,nhỏ/nhỏ hơn/nhỏ nhất,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
solid figure,hình đặc (khối),Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
solution,"đáp số, giải đáp",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
solution(s),"(các) đáp số, giải đáp",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
solve,"giải (bài toán, vấn đề)",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
solve a simpler problem,giải bài đơn giản hơn,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
some,"một vài, một ít",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
sort,"lựa ra, lọc ra",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
special case,trường hợp đặc biệt,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
special case(s),các trường hợp đặc biệt,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
speed,tốc độ,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
sphere,hình mặt cầu,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
spring,"lò xo, nẩy lên, mùa xuân",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
square,lũy thừa hai,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
square array,hàng số lũy thừa hai (theo thứ tự),Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
square number,số có lũy thừa hai,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
square of a number,lũy thừa hai của một số,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
square root of a number,căn số bậc hai của một số,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
square unit,đơn vị thước vuông (đo diện tích),Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
standard measure,sự đo lường theo tiêu chuẩn thông thường,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
standard notation,cách viết theo tiêu chuẩn thông thường,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
standard representation,sự trình bày theo tiêu chuẩn thông thường,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
standard representations,các sự trình bày theo tiêu chuẩn thông thường,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
standard units,đơn vị tiêu chuẩn,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
stem-and-leaf plot,sơ đồ hình thân và lá,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
step graph,đồ thị hình bậc thang,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
straight angle,"góc bẹt, góc phẳng",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
strategies,"phương cách, cách thức",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
substitute,thay thế,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
substitution,sự thay thế,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
subtract,"trừ, toán trừ",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
subtraction,"sự trừ, toán trừ",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
subtraction fact,sự kiện chỉ toán trừ,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
subtraction sentence,câu chỉ toán trừ,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
subtraction sign,dấu trừ,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
sum,tổng số,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
summer,mùa hè,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
supplementary angles,góc bù nhau (cộng lại bằng 180 độ),Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
survey,bảng câu hỏi (kiểm tra) ý kiến,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
symbols,"các dấu hiệu, biểu hiệu",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
symbols in verbal form,các dấu hiệu bằng chữ,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
symbols in written form,các dấu hiệu bằng cách viết tắt,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
table,bảng,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
take away,"trừ, lấy đi",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
tall/taller/tallest,cao/cao hơn/cao nhất,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
tallies,đếm bằng cách vạch,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
tally mark,dấu vạch để đếm,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
ten,mười,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
ten thousands,hàng mười ngàn,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
tens,hàng mười,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
tens place,hàng mười,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
tenths,hàng một phần mười,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
term,một phần (của một biểu thức),Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
terminating decimal,số thập phân hữu hạn (chấm dứt),Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
tessellation,dạng hình những khối vuông,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
theorem,định lý,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
third,thứ ba (số thứ tự),Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
thirds,hàng thứ ba,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
thought process,cách suy nghĩ,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
thousands,"ngàn, hàng ngàn",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
thousandths,hàng thứ một phần ngàn,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
three,"ba, số ba",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
three-digit number,số có ba số,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
three-dimensional figure,hình ba chiều,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
tiling,"lót gạch, đặt các mẫu nhựa như lót gạch",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
time,"giờ, canh giờ",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
to challenge thinking,thách đố suy nghĩ,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
to clarify thinking,làm sáng tỏ sự suy nghĩ,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
to elicit thinking,dẫn giải từ sự suy nghĩ,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
to extend thinking,nới rộng sự suy nghĩ,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
together,cùng nhau,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
ton,tấn (đơn vị đo khối lượng),Nguồn: https://vi.wikipedia.org/wiki/T%E1%BA%A5n
translate,"dịch ra, chuyển qua, dời qua",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
trapezoid,hình thang,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
trial and error,phương pháp thử và sửa sai,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
triangle,tam giác,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
true/false,đúng/sai,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
turn (rotation),quay,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
two,hai,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
two-digit number,số có hai số,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
two-dimensional figure,hình hai chiều,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
types of representations,"các loại (kiểu, cách) trình bày",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
under,"dưới, ở dưới",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
understand,hiểu,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
unit,đơn vị,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
unit fraction,đơn vị phân số,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
unit fractions,các đơn vị phân số,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
unlike denominators,"khác mẫu số, mẫu số không giống nhau",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
unlikely,"khác, không giống nhau",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
use manipulatives,dùng học cụ,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
valid approach,cách giải có giá trị,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
value,giá trị,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
variable,biến số,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
Venn diagram,sơ đồ Venn,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
verbal expression,biểu thức bằng chữ,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
verbal form of reasoning,"hình thức biện luận bằng chữ, bằng câu viết",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
verbal language,ngôn ngữ bằng chữ viết,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
verbal process,"phương thức (cách) bằng lời, chữ viết",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
verbal symbols,biểu tượng bằng chữ viết,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
verify claims of others,xác nhận sự trả lời của người khác,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
verify results,xác nhận kết quả,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
vertex,"góc, góc đỉnh của tam giác cân",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
vertical,"dọc, thẳng đứng",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
vertical angles,góc đối đỉnh,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
